17:36:03.451 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:36:03.478 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:36:03.478 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail 
17:36:29.874 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:36:29.900 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:36:29.900 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail 
17:36:38.424 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
17:59:53.273 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:59:53.301 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
17:59:53.302 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail 
18:00:50.176 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:00:50.204 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:00:50.205 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail mail@gmail.com
18:01:20.029 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:01:20.049 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:01:20.050 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstName
18:02:58.010 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:02:58.038 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:02:58.038 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastName
18:17:24.064 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:17:24.086 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:17:24.086 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastName
18:18:43.084 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:18:43.107 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:18:43.112 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
18:19:38.243 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:19:38.266 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:19:38.273 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
18:21:25.961 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:21:25.987 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:21:25.994 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
18:23:54.407 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:23:54.430 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:23:54.436 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
18:23:54.439 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
18:26:48.592 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:26:48.613 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
18:26:48.619 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
18:26:48.622 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
18:26:48.628 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:15:54.758 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:15:54.766 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:15:54.774 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:16:10.206 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:16:10.212 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:16:10.218 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:20:45.919 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:20:45.928 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:20:45.937 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:29:21.578 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:29:21.585 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:29:21.591 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:30:33.196 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:30:39.177 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:30:41.108 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:30:53.846 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:33:06.305 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:35:26.508 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:35:32.056 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:35:32.062 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:35:32.069 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:41:10.552 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:41:10.576 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:41:10.583 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
00:41:10.586 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:41:25.416 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:41:25.440 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:41:25.446 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
00:41:25.449 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:41:25.456 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:43:13.134 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:43:13.140 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName2
00:43:59.964 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:43:59.971 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName2
00:43:59.978 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName2
00:44:24.557 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:44:24.590 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
00:44:24.592 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:44:24.593 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:44:53.186 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
00:44:53.200 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:44:53.201 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:45:13.113 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
00:45:13.127 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:45:13.127 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:47:10.623 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:47:10.632 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:47:10.639 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
00:47:10.641 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName
00:47:10.651 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
00:47:10.658 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName100
00:47:10.666 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
00:47:10.666 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName2
19:58:03.129 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
19:58:23.183 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
19:58:23.194 [main] INFO  com.example.ecommerce.service.UserService - mail@gmail.comfirstName2
23:00:13.809 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:06:23.233 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:07:01.134 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:20:11.774 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:20:11.780 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:20:11.787 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
23:20:11.800 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
23:20:11.815 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:45:17.202 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:45:17.207 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
23:45:17.211 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
23:45:17.217 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
23:45:17.223 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
01:57:27.501 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
01:57:27.507 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:00:46.277 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:00:46.284 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:02:08.257 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:02:08.283 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:03:59.734 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:03:59.759 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:05:17.206 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:05:17.206 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:08:39.652 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:08:39.658 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:12:49.832 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:12:49.838 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:17:33.616 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:17:33.622 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:22:20.097 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:22:20.105 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:34:26.699 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:34:26.706 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:35:17.558 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
02:35:44.104 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
02:35:44.109 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
02:35:44.122 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstNamelastNametrue
02:35:44.128 [main] INFO  com.example.ecommerce.service.UserService - Searching for user with id: 1
02:35:44.129 [main] INFO  com.example.ecommerce.service.UserService - User found: com.example.ecommerce.model.UserInformation@83bc6d71
02:35:44.139 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi??????????????????????????????????????*
02:35:44.140 [main] INFO  com.example.ecommerce.service.UserService - user覺nformatin mail: mail@gmail.comfirstName100lastName100true
02:35:44.145 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
02:39:02.141 [main] INFO  com.example.ecommerce.service.UserServiceTest - buraya geldi
